Территория;Год;Субъект РФ;Тип;Уровень;Часть Арктики;ОКТМО;Площадь территории, кв. км;Стоимость фиксированного набора потребительских товаров и услуг, рублей;Численность населения (по переписям), человек;Численность населения на начало года (всего), человек;Среднегодовая численность населения, человек;Общий прирост населения, человек;Коэффициент общего прироста населения;Плотность населения (по данным переписей), человек на 1 кв. км;Плотность населения (по данным текущего учета), человек на 1 кв. км;Число родившихся (без мертворожденных), человек;Число умерших, человек;Естественный прирост (убыль), человек;Общий коэффициент рождаемости, промилле;Общий коэффициент смертности, промилле;Общий коэффициент естественного прироста (убыли);Специальный коэффициент рождаемости;Стандартизованный коэффициент рождаемости;Стандартизованный коэффициент смертности;Число прибывших, человек;Число выбывших, человек;Миграционный прирост (всего), человек;Миграционный прирост (внутрирегиональный), человек;Миграционный прирост (межрегиональный), человек;Миграционный прирост (международный), человек;Коэффициент миграционного прироста (общий);Коэффициент миграционного прироста (внутрирегиональный);Коэффициент миграционного прироста (межрегиональный);Коэффициент миграционного прироста (международный);Численность населения на начало года (моложе трудоспособного возраста), человек;Численность населения на начало года (трудоспособного возраста), человек;Численность населения на начало года (старше трудоспособного возраста), человек;Численность населения на начало года (мужчины), человек;Численность населения на начало года (женщины), человек;Удельный вес населения моложе трудоспособного возраста, %;Удельный вес населения трудоспособного возраста, %;Удельный вес населения старше трудоспособного возраста, %;Удельный вес мужчин, %;Удельный вес женщин, %;Общая демографическая нагрузка;Демографическая нагрузка лицами моложе трудоспособного возраста;Демографическая нагрузка лицами старше трудоспособного возраста;Среднесписочная численность работников организаций, человек;Численность работников организаций муниципальной формы собственности, человек;Удельный вес работников организаций муниципальной формы собственности, %;Среднемесячная заработная плата работников организаций, рублей;Отношение среднемесячной заработной платы к стоимости фиксированного набора, раз;Среднемесячная заработная плата в организацях мунипиальной формы собственности, рублей;Отношение зарплаты в муницип. организациях к стоимости фиксированного набора, раз;Отношение зарплаты в муницип. организациях к зарплате во всех организациях, %;Отгружено товаров собственного производства, выполнено работ и услуг, млн рублей;Отгружено товаров, выполнено работ и услуг на 1 человека, тыс. Рублей;Отгружено товаров, выполнено работ и услуг на 1 кв. км площади, тыс. Рублей;Приведенный контингент студентов (среднее проф. образование);Приведенный контингент студентов (среднее проф. образование) на 1000 человек;Приведенный контингент студентов (высшее образование);Приведенный контингент студентов (высшее образование) на 1000 человек;Комплексный балл публикационной результативности организаций (без филиалов)
ЗАТО Видяево;2019;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;19019.69;;5953;5870;-166;-28.3;;75.78;73;24;49;12.4;4.1;8.3;;;;;;-215;;;;-366.3;;;;;;;;;;;;;;;;;1251;;;50256;2.6;;;;385;64;4972;;;0.0;0.0;
ЗАТО Видяево;2020;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;19883.72;;5787;5753;-68;-11.8;;74.27;54;18;36;9.4;3.1;6.3;;;;;;-88;;;;-153.0;;;;;;;;;;;;;;;;;1281;;;51972;2.6;;;;496;83;6407;0.0;0.0;0.0;0.0;
ЗАТО Видяево;2021;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;20996.94;4327;5719;5710;-18;-3.2;55.86;73.72;40;20;20;7.0;3.5;3.5;;;;;;-38;;;;-66.5;;;;;;;;;;;;;;;;;1273;;;57208;2.7;;;;522;89;6733;0.0;0.0;0.0;0.0;
ЗАТО Видяево;2022;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;;;5701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Заозерск;1939;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Заозерск;1959;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Заозерск;1970;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Заозерск;1979;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Заозерск;1989;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Заозерск;2002;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;;12687;;;;;24.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Заозерск;2010;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;11062.9;11199;11199;11208;18;1.6;21.70;21.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Заозерск;2011;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;11490.32;;11217;10992;-450;-40.9;;21.30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Заозерск;2012;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;12175.18;;10767;10571;-392;-37.1;;20.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Заозерск;2013;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;13128.21;;10375;10118;-515;-50.9;;19.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;
ЗАТО Заозерск;2014;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;14688.34;;9860;9862;4;0.4;;19.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;
ЗАТО Заозерск;2015;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;16236.07;;9864;9868;8;0.8;;19.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;
ЗАТО Заозерск;2016;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;17098.93;;9872;9946;147;14.8;;19.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;
ЗАТО Заозерск;2017;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;17702.07;;10019;9967;-104;-10.4;;19.31;138;35;103;13.8;3.5;10.3;;;;;;-207;;;;-207.7;;;;;;;;;;;;;;;;;2689;;;41275;2.3;;;;1065;108;2064;;;0.0;0.0;
ЗАТО Заозерск;2018;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;18383.68;;9915;9786;-259;-26.5;;18.96;90;39;51;9.2;4.0;5.2;;;;;;-310;;;;-316.8;;;;;;;;;;;;;;;;;2540;;;47023;2.6;;;;702;71;1359;;;0.0;0.0;
ЗАТО Заозерск;2019;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;19019.69;;9656;9451;-410;-43.4;;18.31;84;33;51;8.9;3.5;5.4;;;;;;-461;;;;-487.8;;;;;;;;;;;;;;;;;2432;;;49221;2.6;;;;774;78;1499;;;0.0;0.0;
ЗАТО Заозерск;2020;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;19883.72;;9246;9183;-126;-13.7;;17.80;89;40;49;9.7;4.4;5.3;;;;;;-140;;;;-152.5;;;;;;;;;;;;;;;;;2411;;;52863;2.7;;;;914;93;1771;0.0;0.0;0.0;0.0;
ЗАТО Заозерск;2021;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;20996.94;7762;9120;9137;34;3.7;15.04;17.71;74;51;23;8.1;5.6;2.5;;;;;;11;;;;12.0;;;;;;;;;;;;;;;;;2362;;;57566;2.7;;;;955;101;1851;0.0;0.0;0.0;0.0;
ЗАТО Заозерск;2022;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47733000;516;;;9154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Островной;1939;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Островной;1959;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Островной;1970;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Островной;1979;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Островной;1989;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Островной;2002;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;;5132;;;;;11.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Островной;2010;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;11062.9;2222;2222;2199;-47;-21.4;4.80;4.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Островной;2011;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;11490.32;;2175;2152;-47;-21.8;;4.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Островной;2012;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;12175.18;;2128;2126;-4;-1.9;;4.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Островной;2013;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;13128.21;;2124;2105;-38;-18.1;;4.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;
ЗАТО Островной;2014;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;14688.34;;2086;2098;23;11.0;;4.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;
ЗАТО Островной;2015;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;16236.07;;2109;2059;-101;-49.1;;4.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;
ЗАТО Островной;2016;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;17098.93;;2008;1966;-84;-42.7;;4.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;
ЗАТО Островной;2017;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;17702.07;;1924;1907;-34;-17.8;;4.12;13;12;1;6.8;6.3;0.5;;;;;;-35;;;;-183.5;;;;;;;;;;;;;;;;;484;;;49805;2.8;;;;147;72;319;;;0.0;0.0;
ЗАТО Островной;2018;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;18383.68;;1890;1866;-48;-25.7;;4.03;9;8;1;4.8;4.3;0.5;;;;;;-49;;;;-262.6;;;;;;;;;;;;;;;;;465;;;55550;3.0;;;;143;73;309;;;0.0;0.0;
ЗАТО Островной;2019;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;19019.69;;1842;1787;-111;-62.1;;3.86;5;8;-3;2.8;4.5;-1.7;;;;;;-108;;;;-604.4;;;;;;;;;;;;;;;;;462;;;60872;3.2;;;;152;80;329;;;0.0;0.0;
ЗАТО Островной;2020;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;19883.72;;1731;1717;-29;-16.9;;3.71;11;6;5;6.4;3.5;2.9;;;;;;-33;;;;-192.2;;;;;;;;;;;;;;;;;447;;;64429;3.2;;;;125;67;270;0.0;0.0;0.0;0.0;
ЗАТО Островной;2021;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;20996.94;1508;1702;1677;-50;-29.8;3.26;3.62;8;7;1;4.8;4.2;0.6;;;;;;-5;;;;-29.8;;;;;;;;;;;;;;;;;432;;;67455;3.2;;;;111;62;240;0.0;0.0;0.0;0.0;
ЗАТО Островной;2022;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47731000;463;;;1652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Североморск;1939;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47730000;494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Североморск;1959;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47730000;494;;32234;;;;;65.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Североморск;1970;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47730000;494;;92721;;;;;187.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Североморск;1979;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47730000;494;;125508;;;;;254.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Североморск;1989;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47730000;494;;92577;;;;;187.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Североморск;2002;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47730000;494;;75337;;;;;152.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Североморск;2010;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47730000;494;11062.9;67331;67331;67414;166;2.5;136.29;136.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
